"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"7:12:18.6347839 PM","openttd.exe","13340","ReadFile","C:\Users\mariush\Documents\OpenTTD\content_download\baseset\Scott_Joplin_Anthology-2.0.0.tar.gz","SUCCESS","Offset: 16,384, Length: 8,192"
"7:12:18.6348823 PM","openttd.exe","13340","WriteFile","C:\Users\mariush\Documents\OpenTTD\content_download\baseset\Scott_Joplin_Anthology-2.0.0.tar","SUCCESS","Offset: 49,152, Length: 8,192"
"7:12:18.6349040 PM","openttd.exe","13340","WriteFile","C:\Users\mariush\Documents\OpenTTD\content_download\baseset\Scott_Joplin_Anthology-2.0.0.tar","SUCCESS","Offset: 57,344, Length: 8,192"
"7:12:18.6350691 PM","openttd.exe","13340","WriteFile","C:\Users\mariush\Documents\OpenTTD\content_download\baseset\Scott_Joplin_Anthology-2.0.0.tar","SUCCESS","Offset: 65,536, Length: 8,192, Priority: Normal"
"7:12:18.6351211 PM","openttd.exe","13340","WriteFile","C:\Users\mariush\Documents\OpenTTD\content_download\baseset\Scott_Joplin_Anthology-2.0.0.tar","SUCCESS","Offset: 73,728, Length: 8,192"
"7:12:18.6351896 PM","openttd.exe","13340","ReadFile","C:\Users\mariush\Documents\OpenTTD\content_download\baseset\Scott_Joplin_Anthology-2.0.0.tar.gz","SUCCESS","Offset: 24,576, Length: 8,192"
"7:12:18.6352569 PM","openttd.exe","13340","WriteFile","C:\Users\mariush\Documents\OpenTTD\content_download\baseset\Scott_Joplin_Anthology-2.0.0.tar","SUCCESS","Offset: 81,920, Length: 8,192"
"7:12:18.6352786 PM","openttd.exe","13340","WriteFile","C:\Users\mariush\Documents\OpenTTD\content_download\baseset\Scott_Joplin_Anthology-2.0.0.tar","SUCCESS","Offset: 90,112, Length: 8,192"
"7:12:18.6353897 PM","openttd.exe","13340","WriteFile","C:\Users\mariush\Documents\OpenTTD\content_download\baseset\Scott_Joplin_Anthology-2.0.0.tar","SUCCESS","Offset: 98,304, Length: 8,192"
"7:12:18.6354118 PM","openttd.exe","13340","WriteFile","C:\Users\mariush\Documents\OpenTTD\content_download\baseset\Scott_Joplin_Anthology-2.0.0.tar","SUCCESS","Offset: 106,496, Length: 8,192"
"7:12:18.6355131 PM","openttd.exe","13340","ReadFile","C:\Users\mariush\Documents\OpenTTD\content_download\baseset\Scott_Joplin_Anthology-2.0.0.tar.gz","SUCCESS","Offset: 32,768, Length: 8,192"
"7:12:18.6355646 PM","openttd.exe","13340","WriteFile","C:\Users\mariush\Documents\OpenTTD\content_download\baseset\Scott_Joplin_Anthology-2.0.0.tar","SUCCESS","Offset: 114,688, Length: 8,192"
"7:12:18.6355872 PM","openttd.exe","13340","WriteFile","C:\Users\mariush\Documents\OpenTTD\content_download\baseset\Scott_Joplin_Anthology-2.0.0.tar","SUCCESS","Offset: 122,880, Length: 8,192"
"7:12:18.6357158 PM","openttd.exe","13340","WriteFile","C:\Users\mariush\Documents\OpenTTD\content_download\baseset\Scott_Joplin_Anthology-2.0.0.tar","SUCCESS","Offset: 131,072, Length: 8,192, Priority: Normal"
"7:12:18.6357668 PM","openttd.exe","13340","WriteFile","C:\Users\mariush\Documents\OpenTTD\content_download\baseset\Scott_Joplin_Anthology-2.0.0.tar","SUCCESS","Offset: 139,264, Length: 8,192"
"7:12:18.6358788 PM","openttd.exe","13340","ReadFile","C:\Users\mariush\Documents\OpenTTD\content_download\baseset\Scott_Joplin_Anthology-2.0.0.tar.gz","SUCCESS","Offset: 40,960, Length: 8,192"
"7:12:18.6359248 PM","openttd.exe","13340","WriteFile","C:\Users\mariush\Documents\OpenTTD\content_download\baseset\Scott_Joplin_Anthology-2.0.0.tar","SUCCESS","Offset: 147,456, Length: 8,192"
"7:12:18.6359465 PM","openttd.exe","13340","WriteFile","C:\Users\mariush\Documents\OpenTTD\content_download\baseset\Scott_Joplin_Anthology-2.0.0.tar","SUCCESS","Offset: 155,648, Length: 8,192"
"7:12:18.6361270 PM","openttd.exe","13340","WriteFile","C:\Users\mariush\Documents\OpenTTD\content_download\baseset\Scott_Joplin_Anthology-2.0.0.tar","SUCCESS","Offset: 163,840, Length: 8,192"
